Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF03147	Ferredoxin-fold anticodon binding domain	pfam	domain	IPR005121		
PF03148	Tektin family	pfam	family			
PF03151	Triose-phosphate Transporter family	pfam	family	IPR004853		
PF03152	Ubiquitin fusion degradation protein UFD1	pfam	family	IPR004854		
PF03153	Transcription factor IIA, alpha/beta subunit	pfam	family	IPR004855		
PF03154	Atrophin-1 family	pfam	unknown	IPR002951		
PF03155	ALG6, ALG8 glycosyltransferase family	pfam	family	IPR004856		
PF03159	XRN 5'-3' exonuclease N-terminus	pfam	family	IPR004859		
PF03160	Calx-beta domain	pfam	domain	IPR003644		
PF03162	Tyrosine phosphatase family	pfam	domain	IPR004861		
PF03165	MH1 domain	pfam	domain	IPR003619		
PF03166	MH2 domain	pfam	family	IPR001132		
PF03167	Uracil DNA glycosylase superfamily	pfam	domain	IPR005122		
PF03171	2OG-Fe(II) oxygenase superfamily	pfam	domain	IPR044861		
PF03172	HSR domain	pfam	domain	IPR004865		
PF03177	Non-repetitive/WGA-negative nucleoporin C-terminal	pfam	family	IPR007187		
PF03178	CPSF A subunit region	pfam	repeat	IPR004871		
PF03179	Vacuolar (H+)-ATPase G subunit	pfam	unknown	IPR005124		
PF03184	DDE superfamily endonuclease	pfam	family	IPR004875		
PF03185	Calcium-activated potassium channel, beta subunit	pfam	family	IPR003930		
PF03188	Eukaryotic cytochrome b561	pfam	family	IPR006593		
PF03189	Otopetrin	pfam	family	IPR004878		
PF03190	Protein of unknown function, DUF255	pfam	family	IPR004879		
PF03194	LUC7 N_terminus	pfam	family	IPR004882		
PF03199	Eukaryotic glutathione synthase	pfam	domain	IPR004887		
PF03200	Glycosyl hydrolase family 63 C-terminal domain	pfam	repeat	IPR031335		
PF03208	PRA1 family protein	pfam	family	IPR004895		
PF03215	Rad17 P-loop domain	pfam	domain			
PF03221	Tc5 transposase DNA-binding domain	pfam	domain	IPR006600		
PF03223	V-ATPase subunit C	pfam	family	IPR004907		
PF03224	V-ATPase subunit H	pfam	repeat	IPR004908		
PF03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	pfam	domain	IPR004910		
PF03227	Gamma interferon inducible lysosomal thiol reductase (GILT)	pfam	family	IPR004911		
PF03232	Ubiquinone biosynthesis protein COQ7	pfam	domain			
PF03234	Cdc37 N terminal kinase binding	pfam	domain	IPR013855		
PF03247	Prothymosin/parathymosin family	pfam	family	IPR004931		
PF03248	Rer1 family	pfam	family	IPR004932		
PF03250	Tropomodulin	pfam	family	IPR004934		
PF03253	Urea transporter	pfam	family	IPR004937		
PF03256	Anaphase-promoting complex, subunit 10 (APC10)	pfam	family	IPR004939		
PF03259	Roadblock/LC7 domain	pfam	domain	IPR004942		
PF03261	Cyclin-dependent kinase 5 activator protein	pfam	family	IPR004944		
PF03265	Deoxyribonuclease II	pfam	family	IPR004947		
PF03266	NTPase	pfam	domain	IPR004948		
PF03271	EB1-like C-terminal motif	pfam	family	IPR004953		
PF03281	Mab-21 protein	pfam	family	IPR024810		
PF03283	Pectinacetylesterase	pfam	family	IPR004963		
PF03285	Paralemmin	pfam	family	IPR004965		
PF03291	mRNA capping enzyme	pfam	family	IPR004971		
PF03297	S25 ribosomal protein	pfam	family	IPR004977		
PF03298	Stanniocalcin family	pfam	family	IPR004978		
PF03299	Transcription factor AP-2	pfam	family	IPR013854		
PF03301	Tryptophan 2,3-dioxygenase	pfam	family	IPR004981		
PF03308	Methylmalonyl Co-A mutase-associated GTPase MeaB	pfam	domain			
PF03311	Cornichon protein	pfam	family	IPR003377		
PF03321	GH3 auxin-responsive promoter	pfam	family	IPR004993		
PF03324	Herpesvirus DNA helicase/primase complex associated protein	pfam	family	IPR004996		
PF03325	Herpesvirus polymerase accessory protein	pfam	family	IPR004997		
PF03327	Herpesvirus capsid shell protein VP19C	pfam	family	IPR004999		
PF03328	HpcH/HpaI aldolase/citrate lyase family	pfam	family	IPR005000		
PF03332	Eukaryotic phosphomannomutase	pfam	family	IPR005002		
PF03343	SART-1 family	pfam	family	IPR005011		
PF03344	Daxx N-terminal Rassf1C-interacting domain	pfam	domain	IPR031333		
PF03345	Oligosaccharyltransferase 48 kDa subunit beta	pfam	family	IPR005013		
PF03348	Serine incorporator (Serinc)	pfam	family	IPR005016		
PF03351	DOMON domain	pfam	domain			
PF03357	Snf7	pfam	family	IPR005024		
PF03359	Guanylate-kinase-associated protein (GKAP) protein	pfam	family	IPR005026		
PF03360	Glycosyltransferase family 43	pfam	family	IPR005027		
PF03361	Herpes virus intermediate/early protein 2/3	pfam	family	IPR005028		
PF03364	Polyketide cyclase / dehydrase and lipid transport	pfam	family	IPR005031		
PF03366	YEATS family	pfam	domain	IPR005033		
PF03367	ZPR1 zinc-finger domain	pfam	family	IPR004457		
PF03368	Dicer dimerisation domain	pfam	domain			
PF03370	Carbohydrate/starch-binding module (family 21)	pfam	domain	IPR005036		
PF03371	PRP38 family	pfam	family	IPR005037		
PF03372	Endonuclease/Exonuclease/phosphatase family	pfam	domain	IPR005135		
PF03378	CAS/CSE protein, C-terminus	pfam	repeat	IPR005043		
PF03381	LEM3 (ligand-effect modulator 3) family / CDC50 family	pfam	family	IPR005045		
PF03388	Legume-like lectin family	pfam	domain	IPR005052		
PF03398	Regulator of Vps4 activity in the MVB pathway	pfam	family	IPR005061		
PF03399	SAC3/GANP family	pfam	family	IPR005062		
PF03402	Vomeronasal organ pheromone receptor family, V1R	pfam	family	IPR004072		
PF03403	Platelet-activating factor acetylhydrolase, isoform II	pfam	domain	IPR005065		
PF03404	Mo-co oxidoreductase dimerisation domain	pfam	domain	IPR005066		
PF03414	Glycosyltransferase family 6	pfam	family	IPR005076		
PF03416	Peptidase family C54	pfam	family	IPR005078		
PF03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	pfam	domain	IPR005079		
PF03435	Saccharopine dehydrogenase NADP binding domain	pfam	family	IPR005097		
PF03439	Early transcription elongation factor of RNA pol II, NGN section	pfam	family	IPR005100		
PF03441	FAD binding domain of DNA photolyase	pfam	domain	IPR005101		
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	pfam	domain	IPR006115		
PF03447	Homoserine dehydrogenase, NAD binding domain	pfam	domain	IPR005106		
PF03450	CO dehydrogenase flavoprotein C-terminal domain	pfam	domain	IPR005107		
PF03451	HELP motif	pfam	family	IPR005108		
PF03453	MoeA N-terminal region (domain I and II)	pfam	family	IPR005110		
PF03454	MoeA C-terminal region (domain IV)	pfam	domain	IPR005111		
PF03455	dDENN domain	pfam	domain	IPR005112		
PF03456	uDENN domain	pfam	domain	IPR005113		
PF03462	PCRF domain	pfam	domain	IPR005139		
PF03463	eRF1 domain 1	pfam	domain	IPR005140		
PF03464	eRF1 domain 2	pfam	domain	IPR005141		
PF03465	eRF1 domain 3	pfam	domain	IPR005142		
PF03467	Smg-4/UPF3 family	pfam	family	IPR005120		
PF03471	Transporter associated domain	pfam	domain	IPR005170		
PF03473	MOSC domain	pfam	domain	IPR005302		
PF03474	DMRTA motif	pfam	domain	IPR005173		
PF03476	MOSC N-terminal beta barrel domain	pfam	domain	IPR005303		
PF03477	ATP cone domain	pfam	domain	IPR005144		
PF03483	B3/4 domain	pfam	domain	IPR005146		
PF03484	tRNA synthetase B5 domain	pfam	domain	IPR005147		
PF03485	Arginyl tRNA synthetase N terminal domain	pfam	domain	IPR005148		
PF03487	Interleukin-13	pfam	domain	IPR020470		
PF03489	Saposin-like type B, region 2	pfam	family	IPR008138		
PF03491	Serotonin (5-HT) neurotransmitter transporter, N-terminus	pfam	family	IPR013086		
PF03493	Calcium-activated BK potassium channel alpha subunit	pfam	family	IPR003929		
PF03494	Beta-amyloid peptide (beta-APP)	pfam	family	IPR013803		
PF03501	Plectin/S10 domain	pfam	domain	IPR005326		
PF03508	Gap junction alpha-1 protein (Cx43)	pfam	family	IPR013124		
PF03509	Gap junction alpha-8 protein (Cx50)	pfam	family	IPR002266		
PF03511	Fanconi anaemia group A protein	pfam	family	IPR003516		
PF03516	Filaggrin	pfam	repeat	IPR003303		
PF03517	Regulator of volume decrease after cellular swelling	pfam	domain	IPR039924		
PF03520	KCNQ voltage-gated potassium channel	pfam	family	IPR013821		
PF03521	Kv2 voltage-gated K+ channel	pfam	family	IPR003973		
PF03522	Solute carrier family 12	pfam	family	IPR018491		
PF03523	Macrophage scavenger receptor	pfam	family	IPR003543		
PF03528	Rabaptin	pfam	unknown	IPR018514		
PF03529	Otx1 transcription factor	pfam	family	IPR013851		
PF03530	Calcium-activated SK potassium channel	pfam	family	IPR015449		
PF03531	Structure-specific recognition protein (SSRP1)	pfam	domain	IPR024954		
PF03533	SPO11 homologue	pfam	family	IPR004084		
PF03535	Paxillin family	pfam	family			
PF03540	Transcription initiation factor TFIID 23-30kDa subunit	pfam	family	IPR003923		
PF03542	Tuberin	pfam	family	IPR018515		
PF03546	Treacher Collins syndrome protein Treacle	pfam	family	IPR003993		
PF03547	Membrane transport protein	pfam	family	IPR004776		
PF03554	"UL73 viral envelope glycoprotein  "	pfam	family	IPR005211		
PF03556	Cullin binding	pfam	family	IPR005176		
PF03561	Allantoicase repeat	pfam	family	IPR015908		
PF03567	Sulfotransferase family	pfam	domain	IPR005331		
PF03568	Peptidase family C50	pfam	family			
PF03571	Peptidase family M49	pfam	family	IPR039461		
PF03572	Peptidase family S41	pfam	family	IPR005151		
PF03577	Peptidase family C69	pfam	family	IPR005322		
PF03581	Herpesvirus UL33-like protein	pfam	family	IPR005208		
PF03587	EMG1/NEP1 methyltransferase	pfam	family	IPR005304		
PF03600	Citrate transporter	pfam	family	IPR004680		
PF03604	DNA directed RNA polymerase, 7 kDa subunit	pfam	domain	IPR006591		
PF03607	Doublecortin	pfam	family	IPR003533		
PF03615	GCM motif protein	pfam	family	IPR003902		
PF03619	Organic solute transporter Ostalpha	pfam	family	IPR005178		
PF03623	Focal adhesion targeting region	pfam	domain	IPR005189		
PF03629	Carbohydrate esterase, sialic acid-specific acetylesterase	pfam	domain	IPR005181		
PF03630	"Fumble "	pfam	family	IPR004567		
PF03632	Glycosyl hydrolase family 65 central catalytic domain	pfam	repeat	IPR005195		
PF03635	"Vacuolar protein sorting-associated protein 35 "	pfam	family	IPR005378		
PF03637	Mob1/phocein family	pfam	family	IPR005301		
PF03638	Tesmin/TSO1-like CXC domain, cysteine-rich domain	pfam	domain	IPR005172		
PF03643	"Vacuolar protein sorting-associated protein 26 "	pfam	family	IPR028934		
PF03644	"Glycosyl hydrolase family 85 "	pfam	family	IPR005201		
PF03645	Tctex-1 family	pfam	family	IPR005334		
PF03647	Transmembrane proteins 14C	pfam	family	IPR005349		
PF03650	Mitochondrial pyruvate carriers	pfam	repeat	IPR005336		
PF03656	Pam16	pfam	family			
PF03657	UPF0113 PUA domain	pfam	domain	IPR005155		
PF03660	PHF5-like protein	pfam	family	IPR005345		
PF03661	Transmembrane protein 33/Nucleoporin POM33	pfam	family	IPR005344		
PF03662	"Glycosyl hydrolase family 79, N-terminal domain "	pfam	domain	IPR005199		
PF03665	Uncharacterised protein family (UPF0172)	pfam	family	IPR005366		
PF03666	Nitrogen Permease regulator of amino acid transport activity 3	pfam	family	IPR005365		
PF03669	Uncharacterised protein family (UPF0139)	pfam	family	IPR005351		
PF03670	Uncharacterised protein family (UPF0184)	pfam	family			
PF03671	Ubiquitin fold modifier 1 protein	pfam	domain	IPR005375		
PF03676	Uncharacterised protein family (UPF0183)	pfam	family	IPR005373		
PF03690	Uncharacterised protein family (UPF0160)	pfam	family	IPR003226		
PF03694	Erg28 like protein	pfam	family	IPR005352		
PF03700	"Sorting nexin, N-terminal domain "	pfam	family	IPR005329		
PF03712	Copper type II ascorbate-dependent monooxygenase, C-terminal domain	pfam	domain	IPR024548		
PF03715	Noc2p family	pfam	family	IPR005343		
PF03719	Ribosomal protein S5, C-terminal domain	pfam	domain	IPR005324		
PF03720	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	pfam	domain	IPR014027		
PF03721	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	pfam	domain	IPR001732		
PF03725	3' exoribonuclease family, domain 2	pfam	domain	IPR015847		
PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	pfam	domain	IPR015848		
PF03727	Hexokinase	pfam	domain	IPR022673		
PF03730	Ku70/Ku80 C-terminal arm	pfam	family	IPR005160		
PF03731	Ku70/Ku80 N-terminal alpha/beta domain	pfam	domain	IPR005161		
PF03735	ENT domain	pfam	family	IPR005491		
PF03736	EPTP domain	pfam	repeat	IPR005492		
PF03747	ADP-ribosylglycohydrolase	pfam	family	IPR005502		
PF03753	"Human herpesvirus 6 immediate early protein "	pfam	family	IPR005507		
PF03762	"Vitelline membrane outer layer protein I (VOMI) "	pfam	repeat	IPR005515		
PF03764	Elongation factor G, domain IV	pfam	domain	IPR005517		
PF03765	CRAL/TRIO, N-terminal domain	pfam	domain	IPR011074		
PF03770	"Inositol polyphosphate kinase "	pfam	family	IPR005522		
PF03781	Sulfatase-modifying factor enzyme 1	pfam	domain	IPR005532		
PF03782	AMOP domain	pfam	domain	IPR005533		
PF03792	PBC domain	pfam	family	IPR005542		
PF03798	TLC domain	pfam	domain	IPR006634		
PF03800	Nuf2 family	pfam	family	IPR005549		
PF03801	HEC/Ndc80p family	pfam	family	IPR005550		
PF03803	"Scramblase "	pfam	domain	IPR005552		
PF03807	NADP oxidoreductase coenzyme F420-dependent	pfam	family	IPR028939		
PF03810	Importin-beta N-terminal domain	pfam	repeat	IPR001494		
PF03813	Nrap protein domain 1	pfam	domain	IPR035082		
PF03815	LCCL domain	pfam	domain	IPR004043		
PF03820	Sideroflexins	pfam	family	IPR004686		
PF03821	Golgi 4-transmembrane spanning transporter	pfam	family	IPR004687		
PF03823	Neurokinin B	pfam	family	IPR003635		
PF03826	OAR motif	pfam	conserved_site	IPR003654		
PF03827	Orexin receptor type 2	pfam	family	IPR004060		
PF03828	Cid1 family poly A polymerase	pfam	family	IPR002058		
PF03832	WSK motif	pfam	conserved_site	IPR001573		
PF03834	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)	pfam	family	IPR004579		
PF03835	Rad4 transglutaminase-like domain	pfam	domain	IPR018325		
PF03836	RasGAP C-terminus	pfam	family	IPR000593		
PF03839	Translocation protein Sec62	pfam	family	IPR004728		
PF03847	Transcription initiation factor TFIID subunit A	pfam	domain	IPR003228		
PF03849	Transcription factor Tfb2	pfam	family	IPR004598		
PF03850	Transcription factor Tfb4	pfam	domain	IPR004600		
PF03853	YjeF-related protein N-terminus	pfam	domain	IPR004443		
PF03859	CG-1 domain	pfam	domain	IPR005559		
PF03868	Ribosomal protein L6, N-terminal domain	pfam	domain	IPR005568		
PF03870	RNA polymerase Rpb8	pfam	family	IPR005570		
PF03871	RNA polymerase Rpb5, N-terminal domain	pfam	domain	IPR005571		
PF03874	RNA polymerase Rpb4	pfam	family	IPR005574		
PF03875	Statherin	pfam	family	IPR005575		
PF03876	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	pfam	domain	IPR005576		
PF03878	YIF1	pfam	family	IPR005578		
PF03879	Cgr1 family	pfam	unknown	IPR005579		
PF03881	Fructosamine kinase	pfam	family	IPR016477		
PF03896	Translocon-associated protein (TRAP), alpha subunit	pfam	family	IPR005595		
PF03900	Porphobilinogen deaminase, C-terminal domain	pfam	domain	IPR022418		
PF03901	Alg9-like mannosyltransferase family	pfam	family	IPR005599		
PF03908	Sec20	pfam	family	IPR005606		
PF03909	"BSD domain  "	pfam	domain	IPR005607		
PF03911	Sec61beta family	pfam	family	IPR016482		
PF03914	CBF/Mak21 family	pfam	family	IPR005612		
PF03915	Actin interacting protein 3	pfam	family	IPR022782		
PF03917	Eukaryotic glutathione synthase, ATP binding domain	pfam	domain	IPR005615		
PF03919	mRNA capping enzyme, C-terminal domain	pfam	domain	IPR013846		
PF03920	Groucho/TLE N-terminal Q-rich domain	pfam	family	IPR005617		
PF03921	Intercellular adhesion molecule (ICAM), N-terminal domain	pfam	domain	IPR013768		
PF03931	Skp1 family, tetramerisation domain	pfam	domain	IPR016073		
PF03932	CutC family	pfam	domain	IPR005627		
PF03937	Flavinator of succinate dehydrogenase	pfam	domain	IPR005631		
PF03939	Ribosomal protein L23, N-terminal domain	pfam	family	IPR005633		
PF03941	Inner centromere protein, ARK binding region	pfam	family	IPR005635		
PF03942	DTW domain	pfam	domain	IPR005636		
PF03943	TAP C-terminal domain	pfam	domain	IPR005637		
PF03946	Ribosomal protein L11, N-terminal domain	pfam	domain	IPR020784		
PF03947	Ribosomal Proteins L2, C-terminal domain	pfam	domain	IPR022669		
PF03949	Malic enzyme, NAD binding domain	pfam	domain	IPR012302		
PF03950	tRNA synthetases class I (E and Q), anti-codon binding domain	pfam	domain	IPR020059		
PF03951	Glutamine synthetase, beta-Grasp domain	pfam	domain	IPR008147		
PF03952	Enolase, N-terminal domain	pfam	domain	IPR020811		
PF03953	Tubulin C-terminal domain	pfam	domain	IPR018316		
PF03954	Hepatic lectin, N-terminal domain	pfam	family			
PF03957	Jun-like transcription factor	pfam	family	IPR005643		
PF03959	Serine hydrolase (FSH1)	pfam	domain	IPR005645		
PF03962	Mnd1 HTH domain	pfam	domain	IPR040453		
PF03966	Trm112p-like protein	pfam	domain	IPR005651		
PF03969	AFG1-like ATPase	pfam	family	IPR005654		
PF03972	MmgE/PrpD N-terminal domain	pfam	domain	IPR045336		
PF03980	"Nnf1 "	pfam	family	IPR007128		
PF03981	"Ubiquinol-cytochrome C chaperone "	pfam	family	IPR021150		
PF03982	"Diacylglycerol acyltransferase "	pfam	family	IPR007130		
PF03985	"Paf1 "	pfam	family	IPR007133		
PF03987	"Autophagocytosis associated protein, active-site domain "	pfam	domain	IPR007135		
PF03991	Copper binding octapeptide repeat	pfam	repeat	IPR020949		
PF03992	Antibiotic biosynthesis monooxygenase	pfam	domain	IPR007138		
PF03997	VPS28 protein	pfam	family	IPR007143		
PF03998	Utp11 protein	pfam	family	IPR007144		
PF03999	Microtubule associated protein (MAP65/ASE1 family)	pfam	family			
PF04000	Sas10/Utp3/C1D family	pfam	family	IPR007146		
PF04003	Dip2/Utp12 Family	pfam	family	IPR007148		
PF04004	Leo1-like protein	pfam	family	IPR007149		
PF04005	Hus1-like protein	pfam	family	IPR007150		
PF04006	Mpp10 protein	pfam	family	IPR012173		
PF04031	"Las1-like "	pfam	family	IPR007174		
PF04032	RNAse P Rpr2/Rpp21/SNM1 subunit domain	pfam	family	IPR007175		
PF04034	Ribosome biogenesis protein, C-terminal	pfam	domain	IPR007177		
PF04037	"Domain of unknown function (DUF382) "	pfam	family	IPR007180		
PF04042	DNA polymerase alpha/epsilon subunit B	pfam	family	IPR007185		
PF04045	Arp2/3 complex, 34 kD subunit p34-Arc	pfam	family	IPR007188		
PF04046	PSP	pfam	family	IPR006568		
PF04048	Sec8 exocyst complex component specific domain	pfam	domain	IPR007191		
PF04049	"Anaphase promoting complex subunit 8 / Cdc23 "	pfam	repeat	IPR007192		
PF04050	"Up-frameshift suppressor 2 "	pfam	repeat	IPR007193		
PF04051	Transport protein particle (TRAPP) component	pfam	family	IPR007194		
PF04053	"Coatomer WD associated region "	pfam	repeat	IPR006692		
PF04054	CCR4-Not complex component, Not1	pfam	family	IPR007196		
PF04055	Radical SAM superfamily	pfam	domain	IPR007197		
PF04056	Ssl1-like	pfam	family	IPR007198		
PF04057	Replication factor-A protein 1, N-terminal domain	pfam	domain	IPR007199		
PF04061	"ORMDL family "	pfam	family	IPR007203		
PF04062	ARP2/3 complex ARPC3 (21 kDa) subunit	pfam	family	IPR007204		
PF04063	Domain of unknown function (DUF383)	pfam	family	IPR007205		
PF04064	Domain of unknown function (DUF384)	pfam	family	IPR007206		
PF04065	"Not1 N-terminal domain, CCR4-Not complex component "	pfam	family	IPR007207		
PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI	pfam	family	IPR007209		
PF04072	Leucine carboxyl methyltransferase	pfam	family	IPR007213		
PF04073	Aminoacyl-tRNA editing domain	pfam	family	IPR007214		
PF04078	"Cell differentiation family, Rcd1-like "	pfam	family			
PF04080	Per1-like family	pfam	family	IPR007217		
