id,pathwayName,M
R-HSA-5619066,"Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)",1
R-HSA-5619067,"Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)",1
R-HSA-5619068,"Defective SLC2A10 causes arterial tortuosity syndrome (ATS)",1
R-HSA-5619070,"Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)",2
R-HSA-5619071,"Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)",1
R-HSA-5619072,"Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)",1
R-HSA-5619073,"Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)",1
R-HSA-5619076,"Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)",1
R-HSA-5619077,"Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)",1
R-HSA-5619078,"Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)",1
R-HSA-5619079,"Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria",1
R-HSA-5619081,"Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)",1
R-HSA-5619083,"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",1
R-HSA-5619085,"Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)",1
R-HSA-5619087,"Defective SLC12A3 causes Gitelman syndrome (GS)",1
R-HSA-5619088,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",1
R-HSA-5619089,"Defective SLC6A5 causes hyperekplexia 3 (HKPX3)",1
R-HSA-5619092,"Defective SLC9A6 causes X-linked, syndromic mental retardation, Christianson type (MRXSCH)",1
R-HSA-5619094,"Variant SLC6A14 may confer susceptibility towards obesity",1
R-HSA-5619095,"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)",1
R-HSA-5619096,"Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)",1
R-HSA-5619097,"Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)",1
R-HSA-5619098,"Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)",1
R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",3
R-HSA-5619101,"Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)",1
R-HSA-5619104,"Defective SLC12A1 causes Bartter syndrome 1 (BS1)",1
R-HSA-5619107,"Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)",32
R-HSA-5619108,"Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)",1
R-HSA-5619109,"Defective SLC6A2 causes orthostatic intolerance (OI)",1
R-HSA-5619110,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",1
R-HSA-5619111,"Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)",1
R-HSA-5619113,"Defective SLC3A1 causes cystinuria (CSNU)",2
R-HSA-5619114,"Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)",1
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",97
R-HSA-5620916,"VxPx cargo-targeting to cilium",21
R-HSA-5620922,"BBSome-mediated cargo-targeting to cilium",23
R-HSA-5620924,"Intraflagellar transport",54
R-HSA-5621480,"Dectin-2 family",29
R-HSA-5621575,"CD209 (DC-SIGN) signaling",21
R-HSA-5624138,"Trafficking of myristoylated proteins to the cilium",5
R-HSA-5624958,"ARL13B-mediated ciliary trafficking of INPP5E",3
R-HSA-5625740,"RHO GTPases activate PKNs",28
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",36
R-HSA-5625900,"RHO GTPases activate CIT",19
R-HSA-5625970,"RHO GTPases activate KTN1",11
R-HSA-5626467,"RHO GTPases activate IQGAPs",32
R-HSA-5626978,"TNFR1-mediated ceramide production",6
R-HSA-5627083,"RHO GTPases regulate CFTR trafficking",3
R-HSA-5627117,"RHO GTPases Activate ROCKs",19
R-HSA-5627123,"RHO GTPases activate PAKs",21
R-HSA-5628897,"TP53 Regulates Metabolic Genes",87
R-HSA-5632681,"Ligand-receptor interactions",8
R-HSA-5632684,""{""Hedgehog 'on' state""}"",73
R-HSA-5632927,"Defective Mismatch Repair Associated With MSH3",2
R-HSA-5632928,"Defective Mismatch Repair Associated With MSH2",3
R-HSA-5632968,"Defective Mismatch Repair Associated With MSH6",2
R-HSA-5632987,"Defective Mismatch Repair Associated With PMS2",2
R-HSA-5633231,"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)",2
R-HSA-5635838,"Activation of SMO",18
R-HSA-5635851,"GLI proteins bind promoters of Hh responsive genes to promote transcription",3
R-HSA-5637810,"Constitutive Signaling by EGFRvIII",15
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",8
R-HSA-5649702,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",7
R-HSA-5651801,"PCNA-Dependent Long Patch Base Excision Repair",21
R-HSA-5652227,"Fructose biosynthesis",2
R-HSA-5653890,"Lactose synthesis",3
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",16
R-HSA-5654221,"Phospholipase C-mediated cascade, FGFR2",18
R-HSA-5654227,"Phospholipase C-mediated cascade, FGFR3",13
R-HSA-5654228,"Phospholipase C-mediated cascade, FGFR4",15
R-HSA-5654687,"Downstream signaling of activated FGFR1",18
R-HSA-5654688,"SHC-mediated cascade:FGFR1",21
R-HSA-5654689,"PI-3K cascade:FGFR1",21
R-HSA-5654693,"FRS-mediated FGFR1 signaling",23
R-HSA-5654695,"PI-3K cascade:FGFR2",23
R-HSA-5654699,"SHC-mediated cascade:FGFR2",23
R-HSA-5654700,"FRS-mediated FGFR2 signaling",25
R-HSA-5654704,"SHC-mediated cascade:FGFR3",18
R-HSA-5654706,"FRS-mediated FGFR3 signaling",20
R-HSA-5654710,"PI-3K cascade:FGFR3",18
R-HSA-5654712,"FRS-mediated FGFR4 signaling",22
R-HSA-5654719,"SHC-mediated cascade:FGFR4",20
R-HSA-5654720,"PI-3K cascade:FGFR4",20
R-HSA-5654726,"Negative regulation of FGFR1 signaling",26
R-HSA-5654727,"Negative regulation of FGFR2 signaling",27
R-HSA-5654732,"Negative regulation of FGFR3 signaling",22
R-HSA-5654733,"Negative regulation of FGFR4 signaling",24
R-HSA-5655253,"Signaling by FGFR2 in disease",27
R-HSA-5655291,"Signaling by FGFR4 in disease",11
R-HSA-5655302,"Signaling by FGFR1 in disease",33
R-HSA-5655799,"Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)",2
R-HSA-5655862,"Translesion synthesis by POLK",17
R-HSA-5656121,"Translesion synthesis by POLI",17
R-HSA-5656169,"Termination of translesion DNA synthesis",32
R-HSA-5656364,"Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)",1
R-HSA-5657560,"Hereditary fructose intolerance",1
R-HSA-5657562,"Essential fructosuria",1
R-HSA-5657655,"MGMT-mediated DNA damage reversal",1
R-HSA-5658034,"HHAT G278V abrogates palmitoylation of Hh-Np",4
R-HSA-5658208,"Defective SLC5A2 causes renal glucosuria (GLYS1)",1
R-HSA-5658442,"Regulation of RAS by GAPs",68
R-HSA-5658471,"Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)",1
R-HSA-5658623,"FGFRL1 modulation of FGFR1 signaling",13
R-HSA-5659729,"Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria",1
R-HSA-5659735,"Defective SLC6A19 causes Hartnup disorder (HND)",1
R-HSA-5659898,"Intestinal saccharidase deficiencies",2
R-HSA-5659996,"RPIA deficiency: failed conversion of R5P to RU5P",1
R-HSA-5660489,"MTF1 activates gene expression",3
R-HSA-5660668,"CLEC7A/inflammasome pathway",6
R-HSA-5660686,"Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)",1
R-HSA-5660724,"Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)",1
R-HSA-5660862,"Defective SLC7A7 causes lysinuric protein intolerance (LPI)",2
R-HSA-5660883,"Defective SLC7A9 causes cystinuria (CSNU)",2
R-HSA-5661231,"Metallothioneins bind metals",11
R-HSA-5661270,"Formation of xylulose-5-phosphate",5
R-HSA-5662702,"Melanin biosynthesis",5
R-HSA-5662853,"Essential pentosuria",1
R-HSA-5663020,"Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)",1
R-HSA-5663213,"RHO GTPases Activate WASPs and WAVEs",36
R-HSA-5663220,"RHO GTPases Activate Formins",140
R-HSA-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",9
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",68
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",24
R-HSA-5669034,"TNFs bind their physiological receptors",28
R-HSA-5673000,"RAF activation",34
R-HSA-5673001,"RAF/MAP kinase cascade",131
R-HSA-5674135,"MAP2K and MAPK activation",40
R-HSA-5674400,"Constitutive Signaling by AKT1 E17K in Cancer",26
R-HSA-5674404,"PTEN Loss of Function in Cancer",1
R-HSA-5674499,"Negative feedback regulation of MAPK pathway",6
R-HSA-5675221,"Negative regulation of MAPK pathway",41
R-HSA-5675482,"Regulation of necroptotic cell death",23
R-HSA-5676590,"NIK-->noncanonical NF-kB signaling",59
R-HSA-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",17
R-HSA-5676934,"Protein repair",6
R-HSA-5678420,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome",2
R-HSA-5678520,"Defective ABCB11 causes PFIC2 and BRIC2",1
R-HSA-5678771,"Defective ABCB4 causes PFIC3, ICP3 and GBD1",1
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",61
R-HSA-5679001,"Defective ABCC2 causes DJS",1
R-HSA-5679090,"Defective ABCG8 causes GBD4 and sitosterolemia",2
R-HSA-5679096,"Defective ABCG5 causes sitosterolemia",2
R-HSA-5682113,"Defective ABCA1 causes TGD",2
R-HSA-5682294,"Defective ABCA12 causes ARCI4B",1
R-HSA-5682910,"LGI-ADAM interactions",14
R-HSA-5683177,"Defective ABCC8 can cause hypo- and hyper-glycemias",2
R-HSA-5683329,"Defective ABCD4 causes MAHCJ",1
R-HSA-5683371,"Defective ABCB6 causes MCOPCB7",1
R-HSA-5683678,"Defective ABCA3 causes SMDP3",1
R-HSA-5683826,"Surfactant metabolism",30
R-HSA-5684045,"Defective ABCD1 causes ALD",1
R-HSA-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",16
R-HSA-5685938,"HDR through Single Strand Annealing (SSA)",37
R-HSA-5685939,"HDR through MMEJ (alt-NHEJ)",10
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",48
R-HSA-5686938,"Regulation of TLR by endogenous ligand",19
R-HSA-5687128,"MAPK6/MAPK4 signaling",89
R-HSA-5687583,"Defective SLC34A2 causes PALM",1
R-HSA-5687868,"Defective SFTPA2 causes IPF",1
R-HSA-5688031,"Defective pro-SFTPB causes SMDP1 and RDS",1
R-HSA-5688354,"Defective pro-SFTPC causes SMDP2 and RDS",1
R-HSA-5688399,"Defective ABCA3 causes SMDP3",1
R-HSA-5688849,"Defective CSF2RB causes SMDP5",8
R-HSA-5688890,"Defective CSF2RA causes SMDP4",8
R-HSA-5689603,"UCH proteinases",96
R-HSA-5689877,"Josephin domain DUBs",12
R-HSA-5689880,"Ub-specific processing proteases",205
R-HSA-5689896,"Ovarian tumor domain proteases",38
R-HSA-5689901,"Metalloprotease DUBs",31
R-HSA-5690338,"Defective ABCC6 causes PXE",1
R-HSA-5690714,"CD22 mediated BCR regulation",67
R-HSA-5693548,"Sensing of DNA Double Strand Breaks",6
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",26
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",59
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",32
R-HSA-5693571,"Nonhomologous End-Joining (NHEJ)",52
R-HSA-5693579,"Homologous DNA Pairing and Strand Exchange",25
R-HSA-5693607,"Processing of DNA double-strand break ends",81
R-HSA-5693616,"Presynaptic phase of homologous DNA pairing and strand exchange",39
R-HSA-5694530,"Cargo concentration in the ER",33
R-HSA-5696394,"DNA Damage Recognition in GG-NER",38
R-HSA-5696395,"Formation of Incision Complex in GG-NER",43
R-HSA-5696397,"Gap-filling DNA repair synthesis and ligation in GG-NER",25
R-HSA-5696400,"Dual Incision in GG-NER",41
R-HSA-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",54
R-HSA-611105,"Respiratory electron transport",89
R-HSA-629587,"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors",7
R-HSA-629594,"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",11
R-HSA-629597,"Highly calcium permeable nicotinic acetylcholine receptors",9
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",84
R-HSA-6781823,"Formation of TC-NER Pre-Incision Complex",53
R-HSA-6781827,"Transcription-Coupled Nucleotide Excision Repair (TC-NER)",44
R-HSA-6782135,"Dual incision in TC-NER",65
R-HSA-6782210,"Gap-filling DNA repair synthesis and ligation in TC-NER",64
R-HSA-6782315,"tRNA modification in the nucleus and cytosol",37
R-HSA-6782861,"Synthesis of wybutosine at G37 of tRNA(Phe)",6
R-HSA-6783310,"Fanconi Anemia Pathway",38
R-HSA-6783783,"Interleukin-10 signaling",45
R-HSA-6783984,"Glycine degradation",4
R-HSA-6784531,"tRNA processing in the nucleus",58
R-HSA-6785470,"tRNA processing in the mitochondrion",5
R-HSA-6785631,"ERBB2 Regulates Cell Motility",15
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",111
R-HSA-6787450,"tRNA modification in the mitochondrion",9
R-HSA-6787639,"GDP-fucose biosynthesis",6
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",17
R-HSA-6790901,"rRNA modification in the nucleus and cytosol",60
R-HSA-6791055,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",1
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",183
R-HSA-6791461,"RPIA deficiency: failed conversion of RU5P to R5P",1
R-HSA-6791462,"TALDO1 deficiency: failed conversion of Fru(6)P, E4P to SH7P, GA3P",1
R-HSA-6793080,"rRNA modification in the mitochondrion",6
R-HSA-6794361,"Neurexins and neuroligins",60
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",65
R-HSA-6798163,"Choline catabolism",6
R-HSA-6798695,"Neutrophil degranulation",479
R-HSA-6799198,"Complex I biogenesis",55
R-HSA-6799990,"Metal sequestration by antimicrobial proteins",6
R-HSA-6802946,"Signaling by moderate kinase activity BRAF mutants",45
R-HSA-6802948,"Signaling by high-kinase activity BRAF mutants",36
R-HSA-6802952,"Signaling by BRAF and RAF fusions",65
R-HSA-6802953,"RAS signaling downstream of NF1 loss-of-function variants",7
R-HSA-6802955,"Paradoxical activation of RAF signaling by kinase inactive BRAF",45
R-HSA-6803157,"Antimicrobial peptides",37
R-HSA-6803204,"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",20
R-HSA-6803205,"TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",14
R-HSA-6803207,"TP53 Regulates Transcription of Caspase Activators and Caspases",12
R-HSA-6803211,"TP53 Regulates Transcription of Death Receptors and Ligands",12
R-HSA-6803529,"FGFR2 alternative splicing",26
R-HSA-6803544,"Ion influx/efflux at host-pathogen interface",4
R-HSA-6804114,"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",18
R-HSA-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",21
R-HSA-6804116,"TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",14
R-HSA-6804754,"Regulation of TP53 Expression",2
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",92
R-HSA-6804757,"Regulation of TP53 Degradation",35
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",23
R-HSA-6804759,"Regulation of TP53 Activity through Association with Co-factors",14
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",19
R-HSA-6805567,Keratinization,155
R-HSA-6806664,"Metabolism of vitamin K",3
R-HSA-6806942,"MET Receptor Activation",6
R-HSA-6807004,"Negative regulation of MET activity",21
R-HSA-6807047,"Cholesterol biosynthesis via desmosterol",4
R-HSA-6807062,"Cholesterol biosynthesis via lathosterol",4
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",74
R-HSA-6807878,"COPI-mediated anterograde transport",102
R-HSA-6809371,"Formation of the cornified envelope",129
R-HSA-6809583,"Retinoid metabolism disease events",1
R-HSA-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",101
R-HSA-6811436,"COPI-independent Golgi-to-ER retrograde traffic",53
R-HSA-6811438,"Intra-Golgi traffic",44
R-HSA-6811440,"Retrograde transport at the Trans-Golgi-Network",49
R-HSA-6811555,"PI5P Regulates TP53 Acetylation",9
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",103
R-HSA-6814122,"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",42
R-HSA-6814848,"Glycerophospholipid catabolism",7
R-HSA-68616,"Assembly of the ORC complex at the origin of replication",6
R-HSA-68689,"CDC6 association with the ORC:origin complex",11
R-HSA-68827,"CDT1 association with the CDC6:ORC:origin complex",59
R-HSA-68867,"Assembly of the pre-replicative complex",15
R-HSA-68875,"Mitotic Prophase",3
R-HSA-68877,"Mitotic Prometaphase",113
R-HSA-68881,"Mitotic Metaphase/Anaphase Transition",2
R-HSA-68884,"Mitotic Telophase/Cytokinesis",3
R-HSA-68911,"G2 Phase",5
R-HSA-68949,"Orc1 removal from chromatin",71
R-HSA-68952,"DNA replication initiation",8
R-HSA-68962,"Activation of the pre-replicative complex",33
R-HSA-69017,"CDK-mediated phosphorylation and removal of Cdc6",73
R-HSA-69052,"Switching of origins to a post-replicative state",6
R-HSA-69091,"Polymerase switching",14
R-HSA-69166,"Removal of the Flap Intermediate",14
R-HSA-69183,"Processive synthesis on the lagging strand",10
R-HSA-69200,"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes",4
R-HSA-69202,"Cyclin E associated events during G1/S transition",28
R-HSA-69205,"G1/S-Specific Transcription",28
R-HSA-69231,"Cyclin D associated events in G1",47
R-HSA-69273,"Cyclin A/B1/B2 associated events during G2/M transition",25
R-HSA-69416,"Dimerization of procaspase-8",11
R-HSA-69473,"G2/M DNA damage checkpoint",67
R-HSA-69478,"G2/M DNA replication checkpoint",5
R-HSA-69481,"G2/M Checkpoints",51
R-HSA-69541,"Stabilization of p53",11
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",7
R-HSA-69601,"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",52
R-HSA-69656,"Cyclin A:Cdk2-associated events at S phase entry",30
R-HSA-69895,"Transcriptional activation of cell cycle inhibitor p21",4
R-HSA-70171,Glycolysis,29
R-HSA-70221,"Glycogen breakdown (glycogenolysis)",15
R-HSA-70263,Gluconeogenesis,34
R-HSA-70268,"Pyruvate metabolism",21
R-HSA-70350,"Fructose catabolism",5
R-HSA-70370,"Galactose catabolism",5
R-HSA-70635,"Urea cycle",10
R-HSA-70688,"Proline catabolism",3
R-HSA-70895,"Branched-chain amino acid catabolism",21
R-HSA-70921,"Histidine catabolism",8
R-HSA-71032,"Propionyl-CoA catabolism",5
R-HSA-71064,"Lysine catabolism",12
R-HSA-71240,"Tryptophan catabolism",14
R-HSA-71262,"Carnitine synthesis",4
R-HSA-71288,"Creatine metabolism",10
R-HSA-71336,"Pentose phosphate pathway",12
R-HSA-71384,"Ethanol oxidation",12
R-HSA-71403,"Citric acid cycle (TCA cycle)",22
R-HSA-71737,"Pyrophosphate hydrolysis",2
R-HSA-72086,"mRNA Capping",29
R-HSA-72163,"mRNA Splicing - Major Pathway",180
R-HSA-72165,"mRNA Splicing - Minor Pathway",52
R-HSA-72187,""{""mRNA 3'-end processing""}"",57
R-HSA-72200,"mRNA Editing: C to U Conversion",8
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",37
R-HSA-72649,"Translation initiation complex formation",59
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",7
R-HSA-72689,"Formation of a pool of free 40S subunits",102
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",52
R-HSA-72702,"Ribosomal scanning and start codon recognition",59
R-HSA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",113
R-HSA-72731,"Recycling of eIF2:GDP",8
R-HSA-72764,"Eukaryotic Translation Termination",94
