DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,default_growth_pattern,model_manipulation,model_manipulation_details,patient_id,parent_depmap_id,Cellosaurus_NCIt_disease,Cellosaurus_NCIt_id,Cellosaurus_issues
ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,,910399.0,Male,ATCC,CVCL_1594,484.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59,SIDM01150,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-YdBNCw,,Lung adenocarcinoma,C3512,
ACH-000417,Panc 08.13,PANC0813,PANC0813_PANCREAS,,925347.0,Male,ATCC,CVCL_1638,635.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",85,SIDM01136,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-9CcA8P,,Pancreatic ductal adenocarcinoma,C9120,
ACH-000420,SNU-449,SNU449,SNU449_LIVER,,909738.0,Male,ATCC,CVCL_0454,129.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,52,SIDM01194,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-zjdwU2,,Adult hepatocellular carcinoma,C7956,
ACH-000421,SW837,SW837,SW837_LARGE_INTESTINE,,909755.0,Male,ATCC,CVCL_1729,1141.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00833,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-M67oxD,,Rectal adenocarcinoma,C9383,
ACH-000422,SNU-475,SNU475,SNU475_LIVER,,909739.0,Male,ATCC,CVCL_0497,2059.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,43,SIDM01196,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-UjP297,,Adult hepatocellular carcinoma,C7956,
ACH-000423,SK-MEL-3,SKMEL3,SKMEL3_SKIN,,909724.0,Female,ATCC,CVCL_0550,1572.0,lymph_node,Metastasis,Skin Cancer,Melanoma,42,SIDM01105,,skin,melanoma,,,2D: adherent,,,PT-TEoeSm,,Cutaneous melanoma,C3510,
ACH-000424,TC-71,TC71,TC71_BONE,,1240221.0,Male,DSMZ,CVCL_2213,2194.0,bone,Primary,Bone Cancer,Ewings Sarcoma,22,SIDM00419,,bone,Ewing_sarcoma,,,,,,PT-BIG8te,,Ewing sarcoma,C4817,
ACH-000425,UACC-62,UACC62,UACC62_SKIN,,905976.0,,NCI/DCTD,CVCL_1780,8.0,skin,,Skin Cancer,Melanoma,,SIDM00107,,skin,melanoma,,,,,,PT-Zu8A8i,,Melanoma,C3224,
ACH-000427,NCI-N87,NCIN87,NCIN87_STOMACH,,908461.0,Male,ATCC,CVCL_1603,88.0,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM01147,,gastric,gastric_adenocarcinoma,tubular,,2D: adherent,,,PT-e4bHZ8,,Gastric tubular adenocarcinoma,C5473,
ACH-000428,UO-31,UO31,UO31_KIDNEY,,905981.0,Female,Academic lab,CVCL_1911,1636.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00112,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-8RqCEL,,Renal cell carcinoma,C9385,Removed from DepMap;
ACH-000429,A-704,A704,A704_KIDNEY,,910920.0,Male,ATCC,CVCL_1065,949.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,78,SIDM00849,,kidney,renal_cell_carcinoma,,,,,,PT-hu5eOQ,,Renal cell carcinoma,C9385,
ACH-000430,TYK-nu,TYKNU,TYKNU_OVARY,,909774.0,Female,HSRRB,CVCL_1776,476.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",38,SIDM00321,,ovary,ovary_adenocarcinoma,high_grade_serous,,,,,PT-z46I0M,,High grade ovarian serous adenocarcinoma,C105555,
ACH-000431,NCI-H1694,NCIH1694,NCIH1694_LUNG,,688006.0,Male,ATCC,CVCL_1489,451.0,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,,lung,SCLC,,,2D: suspension,,,PT-5l8uJX,,Lung small cell carcinoma,C4917,
ACH-000432,BV-173,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910710.0,Male,DSMZ,CVCL_0181,321.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",45,SIDM00962,,blood,CML,blast_crisis,,2D: suspension,,,PT-6P3A35,,"Chronic myelogenous leukemia, BCR-ABL1 positive",C3174,
ACH-000433,Caki-1,CAKI1,CAKI1_KIDNEY,,905963.0,Male,ATCC,CVCL_0234,289.0,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00941,,kidney,renal_cell_carcinoma,clear_cell,,2D: adherent,,,PT-0UOmyW,,Clear cell renal cell carcinoma,C4033,
ACH-000434,NCI-H1915,NCIH1915,NCIH1915_LUNG,,1240184.0,Female,ATCC,CVCL_1505,1823.0,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00763,,lung,NSCLC,NSCLC_large_cell,,2D: adherent,,,PT-3DrWN5,,Lung non-small cell carcinoma,C2926,
ACH-000437,SW 1088,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745.0,Male,ATCC,CVCL_1715,1310.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,72,SIDM01155,,central_nervous_system,glioma,astrocytoma,,2D: adherent,,,PT-uhtVUf,,Astrocytoma,C60781,
ACH-000438,,LU65,LU65_LUNG,,724863.0,Male,JCRB,CVCL_1392,47.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",64,SIDM00547,,lung,NSCLC,NSCLC_large_cell,,,,,PT-DJtGj2,,Lung giant cell carcinoma,C4452,
ACH-000439,ME-1,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942.0,Male,DSMZ,CVCL_2110,427.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40,SIDM00338,,blood,AML,M4,,2D: suspension,,,PT-do6aX9,,Adult acute myeloid leukemia,C9154,
ACH-000440,CA46,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703.0,Male,ATCC,CVCL_1101,1190.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00907,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,2D: adherent,,,PT-1BkfPG,,Burkitt lymphoma,C2912,
ACH-000441,SH-4,SH4,SH4_SKIN,,909713.0,Female,ATCC,CVCL_1692,1179.0,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60,SIDM01079,,skin,melanoma,,,2D: mixed adherent and suspension,,,PT-wx4HmM,,Melanoma,C3224,
ACH-000442,RERF-LC-Sq1,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538.0,Female,HSRRB,CVCL_1656,449.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",74,SIDM00354,,lung,NSCLC,NSCLC_squamous,,2D: adherent,,,PT-uWXLpm,,Lung squamous cell carcinoma,C3493,
ACH-000443,OVKATE,OVKATE,OVKATE_OVARY,,1240199.0,Female,HSRRB,CVCL_3110,1094.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",40,SIDM00466,,ovary,ovary_adenocarcinoma,high_grade_serous,,,,,PT-9fFef6,,High grade ovarian serous adenocarcinoma,C105555,
ACH-000447,NCI-H2228,NCIH2228,NCIH2228_LUNG,,687816.0,Female,ATCC,CVCL_1543,1812.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00729,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-QmAMEj,,Lung adenocarcinoma,C3512,
ACH-000448,NCI-H1666,NCIH1666,NCIH1666_LUNG,,908473.0,Female,ATCC,CVCL_1485,958.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00743,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-3icxN1,,Minimally invasive lung adenocarcinoma,C2923,
ACH-000449,MES-SA,MESSA,MESSA_SOFT_TISSUE,,908127.0,Female,ATCC,CVCL_1404,1395.0,endometrium,Primary,Sarcoma,Uterine Sarcoma,56,SIDM00625,,soft_tissue,uterine_sarcoma,,,2D: adherent,,,PT-E7giyP,,Uterine corpus sarcoma,C6339,
ACH-000450,MEL-HO,MELHO,MELHO_SKIN,,908124.0,Female,DSMZ,CVCL_1402,2109.0,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,This line is a ME-WEI derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,skin,melanoma,,,2D: adherent,,,PT-tIdwwm,,Melanoma,C3224,Misidentified/contaminated. Shown to be identical to MEL-Wei. This cell line was reported to be isogenic with LCL-Ho (CVCL_1868) but it does not have the same STR profile (PubMed=10508494; PubMed=20143388). According to DSMZ ACC-62 it is a human female cell line.
ACH-000451,NCI-H2085,NCIH2085,NCIH2085_LUNG,,687812.0,Male,ATCC,CVCL_1523,80.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",45,SIDM00709,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-hZbJSf,,Lung adenocarcinoma,C3512,
ACH-000452,TE-8,TE8,TE8_OESOPHAGUS,,753623.0,Male,RIKEN,CVCL_1766,2253.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,63,SIDM00326,,esophagus,esophagus_squamous,,,,,,PT-xIsO4O,,Esophageal squamous cell carcinoma,C4024,
ACH-000456,B-CPAP,BCPAP,BCPAP_THYROID,,924104.0,Female,DSMZ,CVCL_0153,346.0,thyroid,Primary,Thyroid Cancer,"Carcinoma, papillary",76,SIDM00992,,thyroid,thyroid_carcinoma,papillary,,2D: adherent,,,PT-UFvK3A,,Poorly differentiated thyroid gland carcinoma,C6040,Was originally classified a thyroid gland papillary carcinoma (PTC) but is now considered to be a poorly differentiated thyroid gland carcinoma (PDTC) (PubMed=23162534)
ACH-000457,CAL-54,CAL54,CAL54_KIDNEY,,910952.0,Male,DSMZ,CVCL_1111,482.0,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,75,SIDM00932,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-lO2Jn8,,Renal cell carcinoma,C9385,
ACH-000463,NCI-H460,NCIH460,NCIH460_LUNG,,905943.0,Male,ATCC,CVCL_0459,2146.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,,lung,NSCLC,NSCLC_large_cell,,2D: adherent,,,PT-gfHIRD,,Lung large cell carcinoma,C4450,
ACH-000464,CAS-1,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943.0,Male,ICLC,CVCL_1117,604.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,SIDM00212,,central_nervous_system,glioma,glioblastoma,,2D: adherent,,,PT-3nLBts,,Glioblastoma,C3058,
ACH-000465,SK-MEL-1,SKMEL1,SKMEL1_SKIN,,909723.0,Male,ATCC,CVCL_0068,42.0,haematopoietic_and_lymphoid_tissue,Metastasis,Skin Cancer,Melanoma,29,SIDM01107,,skin,melanoma,,,2D: suspension,,,PT-spChit,,Melanoma,C3224,
ACH-000469,YH-13,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,,909905.0,Male,HSRRB,CVCL_1795,468.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,40,SIDM00316,,central_nervous_system,glioma,glioblastoma,,2D: adherent,,,PT-hzuTX4,,Glioblastoma,C3058,
ACH-000470,SW1463,SW1463,SW1463_LARGE_INTESTINE,,909748.0,Female,ATCC,CVCL_1718,271.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,66,SIDM00834,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-XPa83T,,Rectal adenocarcinoma,C9383,
ACH-000472,HSC-2,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,,753562.0,Male,HSRRB,CVCL_1287,944.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,69,SIDM00590,,upper_aerodigestive,upper_aerodigestive_squamous,,,,,,PT-MxVfNi,,Oral cavity squamous cell carcinoma,C4833,
ACH-000473,RT-112,RT112,RT112_URINARY_TRACT,,909704.0,Female,DSMZ,CVCL_1670,25.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00402,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-ESM25t,,Bladder carcinoma,C4912,
ACH-000475,huH-1,HUH1,HUH1_LIVER,,1298146.0,Male,HSRRB,CVCL_2956,1855.0,liver,Primary,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",53,SIDM00586,,liver,hepatocellular_carcinoma,hbs_antigen_carrier,,2D: adherent,,,PT-fHVhJI,,Adult hepatocellular carcinoma,C7956,
ACH-000476,JHH-4,JHH4,JHH4_LIVER,,1240158.0,Male,HSRRB,CVCL_2787,931.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,51,SIDM00616,,liver,hepatocellular_carcinoma,,,,,,PT-UVxXgl,,Hepatitis C infection,C3098,"FLC-4 (CVCL_D204) is often stated to be synonymous with JHH-4, but a FLC-4 patent reference (Patent=US5804441) seems to indicate that it is derived from JHH-4 and has a different karyotype"
ACH-000478,SNU-387,SNU387,SNU387_LIVER,,909736.0,Female,ATCC,CVCL_0250,1482.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,41,SIDM01180,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-KvGBYp,,Adult hepatocellular carcinoma,C7956,
ACH-000480,HuH-7,HUH7,HUH7_LIVER,,907071.0,Male,HSRRB,CVCL_0336,2195.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00585,,liver,hepatocellular_carcinoma,,,,,,PT-cw7s0S,,Adult hepatocellular carcinoma,C7956,
ACH-000481,NCI-H2170,NCIH2170,NCIH2170_LUNG,,687815.0,Male,ATCC,CVCL_1535,1811.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00716,,lung,NSCLC,NSCLC_squamous,,2D: mixed adherent and suspension,,,PT-CazMr1,,Lung squamous cell carcinoma,C3493,
ACH-000482,RERF-LC-KJ,RERFLCKJ,RERFLCKJ_LUNG,,1298537.0,Male,HSRRB,CVCL_1654,960.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",78,SIDM00356,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-G8tjyE,,Lung adenocarcinoma,C3512,
ACH-000483,SNU-182,SNU182,SNU182_LIVER,,1240216.0,Male,ATCC,CVCL_0090,1481.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,SIDM01151,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-YTIYsu,,Adult hepatocellular carcinoma,C7956,
ACH-000484,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,,1240224.0,Male,RIKEN,CVCL_1790,1459.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00318,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-BHz6vU,,Renal cell carcinoma,C9385,
ACH-000486,KU-19-19,KU1919,KU1919_URINARY_TRACT,,907312.0,Female,DSMZ,CVCL_1344,892.0,urinary_tract,,Bladder Cancer,Transitional Cell Carcinoma,76,SIDM01033,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-W6AZYO,,Bladder carcinoma,C4912,
ACH-000488,TE-11,TE11,TE11_OESOPHAGUS,,946354.0,Male,RIKEN,CVCL_1761,2073.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM00348,,esophagus,esophagus_squamous,,,,,,PT-wdkGZi,,Esophageal squamous cell carcinoma,C4024,
ACH-000489,SW1116,SW1116,SW1116_LARGE_INTESTINE,,909746.0,Male,ATCC,CVCL_0544,480.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73,SIDM00835,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-EtFrRG,,Colon adenocarcinoma,C4349,
ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,,908458.0,Male,ATCC,CVCL_1581,649.0,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,33,SIDM00779,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-5GhHA6,,Cecum adenocarcinoma,C5543,
ACH-000493,SNU-423,SNU423,SNU423_LIVER,,909737.0,Male,ATCC,CVCL_0366,481.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,40,SIDM01199,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-nNGWmq,,Adult hepatocellular carcinoma,C7956,
ACH-000496,NCI-H1792,NCIH1792,NCIH1792_LUNG,,724868.0,Male,ATCC,CVCL_1495,2122.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00771,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-5umTu0,,Lung adenocarcinoma,C3512,
ACH-000498,KO52,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932.0,Male,HSRRB,CVCL_1321,1325.0,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",46,SIDM00018,,blood,AML,M2,,2D: suspension,,,PT-pWs9uO,,Adult acute myeloid leukemia,C9154,
ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,,907792.0,Female,ATCC,CVCL_1383,2266.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,65,SIDM00776,,colorectal,colorectal_adenocarcinoma,,,,,,PT-kCvNaO,,Colon adenocarcinoma,C4349,
ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982.0,Female,Academic lab,CVCL_1706,1181.0,central_nervous_system,Primary,Brain Cancer,Glioma,75,SIDM00095,,central_nervous_system,glioma,,,2D: adherent,,,PT-YFHa1n,,Glioblastoma,C3058,
ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,,1298539.0,Female,HSRRB,CVCL_3156,1471.0,ovary,Primary,Sarcoma,Leiomyosarcoma,45,SIDM00353,,soft_tissue,leiomyosarcoma,,,,,,PT-yLm1aj,,Ovarian leiomyosarcoma,C5234,
ACH-000506,NCI-H146,NCIH146,NCIH146_LUNG,,910899.0,Male,ATCC,CVCL_1473,932.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00698,,lung,SCLC,,,2D: suspension,,,PT-VTukYY,,Lung small cell carcinoma,C4917,
ACH-000508,COR-L88,CORL88,CORL88_LUNG,,906808.0,Male,ECACC,CVCL_1141,774.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00506,,lung,SCLC,,,,,,PT-YUXlCn,,Lung small cell carcinoma,C4917,
ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,,724831.0,Male,ATCC,CVCL_0060,1235.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM00649,,lung,NSCLC,NSCLC_large_cell,,2D: adherent,,,PT-7qWq2K,,Lung large cell carcinoma,C4450,
ACH-000514,NCI-H1092,NCIH1092,NCIH1092_LUNG,,687997.0,Male,ATCC,CVCL_1454,1928.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00653,,lung,SCLC,,,2D: suspension,,,PT-Jj10yy,,Lung small cell carcinoma,C4917,
ACH-000515,HCC-33,HCC33,HCC33_LUNG,,1303901.0,Male,DSMZ,CVCL_2058,353.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),52,SIDM01071,,lung,SCLC,,,,,,PT-BuE22y,,Lung small cell carcinoma,C4917,
ACH-000516,CAL-78,CAL78,CAL78_BONE,,1290765.0,Male,DSMZ,CVCL_1809,1148.0,soft_tissue,,Bone Cancer,Chondrosarcoma,76,SIDM00929,,bone,chondrosarcoma,,,2D: adherent,,,PT-gEiUjw,,Dedifferentiated chondrosarcoma,C6476,
ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,,753541.0,Male,DSMZ,CVCL_1108,2041.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",69,SIDM00942,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,2D: adherent,,,PT-czsVU5,,Tongue squamous cell carcinoma,C4648,
ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,,722045.0,Male,ATCC,CVCL_1517,912.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00715,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-hEuGfg,,Lung adenocarcinoma,C3512,
ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,,724838.0,Male,ATCC,CVCL_1783,9.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM01182,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-sPPqcj,,Bladder carcinoma,C4912,
ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,,909975.0,Female,HSRRB,CVCL_1345,854.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00554,,ovary,ovary_adenocarcinoma,high_grade_serous,,,,,PT-6ZFCGi,,High grade ovarian serous adenocarcinoma,C105555,
ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,H2171,688015.0,Male,ATCC,CVCL_1536,1571.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00733,,lung,SCLC,,,2D: adherent,,,PT-NNs10U,,Lung small cell carcinoma,C4917,
ACH-000527,OVISE,OVISE,OVISE_OVARY,,1240198.0,Female,HSRRB,CVCL_3116,358.0,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40,SIDM00564,,ovary,ovary_adenocarcinoma,clear_cell,,,,,PT-oYazft,,Ovarian clear cell adenocarcinoma,C40078,
ACH-000528,ABC-1,ABC1,ABC1_LUNG,,906791.0,Male,HSRRB,CVCL_1066,1557.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00494,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-id2eBb,,Lung adenocarcinoma,C3512,
ACH-000530,DMS 114,DMS114,DMS114_LUNG,,687983.0,Male,ATCC,CVCL_1174,1495.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00865,,lung,SCLC,,,2D: adherent,,,PT-Dxq8HG,,Lung small cell carcinoma,C4917,
ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,,1660035.0,Male,KCLB,CVCL_5078,151.0,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48,SIDM00194,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-663aNr,,Rectal adenocarcinoma,C9383,
ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331050.0,Male,DSMZ,CVCL_1902,557.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),41,SIDM00413,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,,,,PT-kwERT7,,Diffuse large B-cell lymphoma germinal center B-cell type,C36080,
ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,,906693.0,Female,ATCC,CVCL_0186,1978.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",61,SIDM00132,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-xfjEoE,,Pancreatic ductal adenocarcinoma,C9120,Additional TP53 mutation in c.793C>T indicated incorrectly in PubMed=1630814
ACH-000536,BT-20,BT20,BT20_BREAST,,906801.0,Female,ATCC,CVCL_0178,2264.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,74,SIDM00893,SNP fingerprinting rules out HeLa contamination.,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,2D: adherent,,,PT-jtQBfm,,Invasive breast carcinoma of no special type,C4194,
ACH-000538,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,,907073.0,Male,ATCC,CVCL_1301,305.0,small_intestine,Primary,Gastric Cancer,Duodenal Adenocarcinoma,53,SIDM00694,,gastric,duodenal_adenocarcinoma,,,,,,PT-AXbbCE,,Duodenal adenocarcinoma,C7889,
ACH-000544,OE21,OE21,OE21_OESOPHAGUS,,1298359.0,Male,HPACC,CVCL_2661,2152.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74,SIDM00478,,esophagus,esophagus_squamous,,,2D: adherent,,,PT-SDTBu5,,Esophageal squamous cell carcinoma,C4024,
ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,,909780.0,Male,DSMZ,CVCL_1786,276.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00414,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-LSFu4z,,Bladder carcinoma,C4912,
ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062.0,Male,HSRRB,CVCL_1289,99.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64,SIDM00588,,upper_aerodigestive,upper_aerodigestive_squamous,,,,,,PT-F3GXIi,,Tongue squamous cell carcinoma,C4648,
ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,,907065.0,Male,ATCC,CVCL_1291,1533.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,44,SIDM00676,,urinary_tract,bladder_carcinoma,,,2D: adherent,,,PT-Tid1hK,,Recurrent bladder carcinoma,C7899,
ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,,753535.0,Male,DSMZ,CVCL_1086,748.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",52,SIDM00986,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,,,,PT-p0K5QM,,Head and neck squamous cell carcinoma,C34447,
ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905940.0,Female,ATCC,CVCL_0004,2098.0,pleural_effusion,Metastasis,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",53,SIDM00791,,blood,CML,blast_crisis,,2D: suspension,,,PT-y8u0p3,,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",C9110,
