identifier,name,M
DB02490,"(Diaminomethyl-Methyl-Amino)-Acetic Acid",1
DB02491,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,1
DB02492,Ghavamiol,1
DB02493,Hydantocidin-5'-phosphate,1
DB02494,"(S)-3-phenyllactic acid",15
DB02495,9-(4-hydroxybutyl)-N2-phenylguanine,1
DB02496,"1-Deoxy-D-xylulose 5-phosphate",2
DB02497,L-Alpha-Glycerophosphorylserine,1
DB02498,Carba-nicotinamide-adenine-dinucleotide,1
DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine,1
DB02500,6-(Dihydroxy-Isobutyl)-Thymine,1
DB02501,N(2)-succinyl-L-arginine,1
DB02503,"4-(Carboxyvin-2-Yl)Phenylboronic Acid",1
DB02504,"[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid",1
DB02505,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),1
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",5
DB02508,"Isopentyl Pyrophosphate",2
DB02509,Farnesol,2
DB02510,5'-O-(L-Prolylsulfamoyl)adenosine,1
DB02511,2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,1
DB02512,"1,6-Fructose Diphosphate (Linear Form)",2
DB02514,(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,1
DB02515,"sn-glycerol 3-phosphate",4
DB02516,"(R)-carnitinyl-CoA betaine",1
DB02517,"D-Glutamic Acid",1
DB02518,N-Acetylalanine,1
DB02519,Indirubin-5-sulphonate,2
DB02521,Flaviolin,1
DB02522,Phosphonopyruvate,1
DB02524,"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",1
DB02526,CRA_10655,2
DB02527,"Cyclic adenosine monophosphate",5
DB02528,"Tetrazolyl Histidine",1
DB02529,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",1
DB02530,"gamma-Aminobutyric acid",3
DB02531,"Isobutyric acid",0
DB02532,"2,4,6-Triaminoquinazoline",2
DB02534,2-Allylphenol,1
DB02535,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,1
DB02537,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,1
DB02538,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",1
DB02540,"10-formyl-5,8,10-trideazafolic acid",1
DB02541,4-Hydroxybutan-1-Aminium,1
DB02542,(4s)-5-Fluoro-L-Leucine,1
DB02543,Pyrrole-2-Carboxylate,1
DB02544,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",1
DB02545,Fexaramine,1
DB02546,Vorinostat,5
DB02547,Guanosine-5'-Diphosphate-Rhamnose,1
DB02548,"D-glucitol 6-phosphate",1
DB02549,3'-O-Acetylthymidine-5'-diphosphate,1
DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",1
DB02551,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",1
DB02552,"Geranyl Diphosphate",7
DB02553,"Glutathionylspermidine disulfide",1
DB02555,SP4160,1
DB02556,D-Phenylalanine,2
DB02557,Phosphoramidon,2
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,1
DB02559,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",2
DB02560,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,1
DB02561,Beta-D-Fructopyranose,0
DB02562,"Quinonoid 7,8-Tetrahydrobiopterin",1
DB02563,Hexanoyl-CoA,1
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,1
DB02566,"8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid",2
DB02567,PD173955,1
DB02568,Peldesine,1
DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",1
DB02570,PD150606,1
DB02571,Allysine,1
DB02572,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",1
DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",1
DB02574,BV2,1
DB02576,"F-Loop of Vitamin B12",1
DB02578,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,1
DB02579,"Acrylic Acid",1
DB02580,Pentaglyme,4
DB02581,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",1
DB02583,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",1
DB02585,4-(Hydroxymethyl)Benzamidine,1
DB02586,"4,7-Dimethyl-[1,10]Phenanthroline",1
DB02587,Colforsin,4
DB02588,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",1
DB02589,Se-Ethyl-Isoselenourea,1
DB02590,Abequose,1
DB02591,"5,6-Dimethylbenzimidazole",1
DB02592,Carbaphosphonate,1
DB02593,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",1
DB02594,2'-Deoxycytidine,3
DB02595,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",2
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",5
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",3
DB02598,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",1
DB02599,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",1
DB02600,"Oseltamivir acid",1
DB02602,AL7182,1
DB02603,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,1
DB02604,2-Deoxy-Glucose-6-Phosphate,1
DB02606,2-Butanol,1
DB02607,"Adenosine Phosphonoacetic Acid",1
DB02608,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",1
DB02609,4-Hydroxy-L-Threonine-5-Monophosphate,1
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",1
DB02611,"Balanol Analog 1",1
DB02613,"Capric dimethyl amine oxide",4
DB02614,"1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid",2
DB02615,"Compound 19",2
DB02616,FR117016,1
DB02617,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",1
DB02620,"3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid",1
DB02621,"Latrunculin A",2
DB02622,"2-(Oxalyl-Amino)-Benzoic Acid",1
DB02623,"Aminophosphonic acid-guanylate ester",1
DB02624,"Homoserine Lactone",1
DB02625,"(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid",0
DB02626,Phenylferricrocin-iron,1
DB02627,"4,4'-Biphenyldiboronic Acid",1
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",1
DB02629,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",1
DB02630,"L-xylitol 5-phosphate",1
DB02632,4-nitrophenyl-beta-D-galactoside,2
DB02633,"Cibacron Blue",2
DB02635,N-[O-Phosphono-Pyridoxyl]-Isoleucine,1
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",1
DB02637,"Oxaloacetate Ion",5
DB02638,Terlipressin,3
DB02640,Fumagillin,1
DB02641,Heptanamide,1
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,3
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",3
DB02644,N-omega-propyl-L-arginine,2
DB02645,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",1
DB02646,Nitrosoethane,1
DB02647,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,1
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,2
DB02649,"3-Amino-3-Oxopropanoic Acid",0
DB02651,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",1
DB02652,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,1
DB02655,"D-Aspartic Acid",2
DB02656,LY-294002,2
DB02657,"Glucosamine 6-Phosphate",2
DB02658,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",1
DB02659,"Cholic Acid",22
DB02660,Filaminast,1
DB02661,"Adenosine-5'-diphosphate-2',3'-vanadate",1
DB02662,"Novo Nordisk a/S Compound",1
DB02663,"2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid",1
DB02664,"1-Butane Boronic Acid",1
DB02665,"(1R,2S)-2-Phenylcyclopropanaminium",1
DB02666,"(C8-R)-hydantocidin 5'-phosphate",1
DB02667,"Factor IIIm",0
DB02668,JE-2147,1
DB02669,RB106,2
DB02670,4-Deoxy-Alpha-D-Glucose,2
DB02671,1-Methylimidazole,2
DB02673,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",1
DB02674,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",1
DB02676,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",1
DB02677,"D-naphthyl-1-acetamido boronic acid alanine",1
DB02678,beta-D-Galactosamine,1
DB02679,Cyanamide,2
DB02680,"1,3-Dinitrobenzene",1
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",2
DB02683,"Inhibitor Bea428",1
DB02684,5'-O-(L-Cysteinylsulfamoyl)adenosine,1
DB02685,3-Methylphenylalanine,1
DB02686,Undecyl-Beta-D-Maltopyranoside,1
DB02688,"2,3-Didehydroalanine",1
DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,1
DB02690,NU1025,1
DB02691,"Glycocholic acid",1
DB02693,"(4S,5S)-1,2-dithiane-4,5-diol",1
DB02694,"Pantoyl Adenylate",1
DB02695,O1-Pentyl-Mannose,1
DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate",1
DB02697,Hydroxyaminovaline,2
DB02700,3-Deoxy-D-Glucosamine,1
DB02701,Nicotinamide,5
DB02702,XV638,1
DB02703,"Fusidic acid",3
DB02704,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",1
DB02705,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",1
DB02706,"Mercaptocarboxylate Inhibitor",1
DB02709,Resveratrol,26
DB02710,"2,3,-Dihydroxybenzoylserine",1
DB02711,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",1
DB02712,Sorbinil,1
DB02713,"Acetylamino-Acetic Acid",1
DB02714,3'-Uridinemonophosphate,1
DB02715,"Compound 18",1
DB02716,7-methyl-guanosine-5'-triphosphate,1
DB02717,Cellotetraose,0
DB02719,"C-(1-hydrogyl-beta-D-glucopyranosyl) formamide",1
DB02720,"alpha-D-glucopyranosyl-2-carboxylic acid amide",1
DB02721,4-Iodopyrazole,4
DB02722,"4-O-methyl-beta-D-glucuronic acid",0
DB02723,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",1
DB02724,"Delta-2-Albomycin A1",2
DB02725,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",1
DB02726,"2-Phosphoglycolic Acid",13
DB02727,2-butyl-1-hydroxyguanidine,1
DB02728,"7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester",1
DB02729,SD146,1
DB02730,4-Methylthio-Alpha-D-Mannose,1
DB02731,"Ethylmercurithiosalicylic acid",1
DB02733,Purvalanol,6
DB02734,"4-Deoxy-D-Mannuronic Acid",0
DB02735,"2-Amino-3-Oxo-4-Sulfo-Butyric Acid",1
DB02736,Acetamide,1
DB02738,Adenosine-5'-Pentaphosphate,1
DB02740,"3-Indolebutyric Acid",5
DB02741,CD564,1
DB02742,Kifunensine,3
DB02743,beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose,1
DB02744,RPR131247,1
DB02745,Uridine,2
DB02746,"Phthalic Acid",10
DB02749,"Pyromellitic Acid",1
DB02750,S-(Methylmercury)-L-Cysteine,1
DB02751,Glycocyamine,1
DB02752,Tosyl-D-Proline,1
DB02753,Selenoinosine,0
DB02754,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",2
DB02755,"1-3 Sugar Ring of Pentamannosyl 6-Phosphate",1
DB02757,Pyrazole,3
DB02758,"Indolepropionic acid",3
DB02759,4-methyl-umbelliferyl-N-acetyl-chitobiose,1
DB02761,S-Mercaptocysteine,6
DB02762,RU79072,1
DB02763,"5-Mercapto-2-Nitro-Benzoic Acid",2
DB02765,R-9-(2-hydroxypropyl)adenine,1
DB02766,N-[(2R)-4-diazonio-3-oxoniumylidene-1-phenylbutan-2-yl]-1-phenylmethoxymethanimidate,1
DB02767,"(R)-3-hydroxytetradecanoic acid",4
DB02768,"Tert-Butyloxycarbonyl Group",1
DB02770,7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate,1
DB02772,Sucrose,11
DB02773,"(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid",1
DB02774,"1,3-Propanediol",1
DB02776,"1-Hexadecanosulfonic Acid",1
DB02778,"2,5-Anhydroglucitol-1,6-Biphosphate",1
DB02779,Dodecyltrimethylammonium,1
DB02780,Beta-3-Cysteine,1
DB02783,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate,2
DB02784,N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide,1
DB02785,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",1
DB02786,"2-Anhydro-3-Fluoro-Quinic Acid",1
DB02787,N-Acetylmannosaminitol,0
DB02789,Pregnenolone,2
DB02790,Phenyl-uridine-5'-diphosphate,1
DB02793,"Isochorismic Acid",0
DB02794,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",1
DB02795,"P-Anisic Acid",2
DB02796,9-deazainosine,1
DB02797,"3-Nitrophenylboronic Acid",1
DB02798,"Alpha-Methylene Adenosine Monophosphate",1
DB02799,N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,1
DB02800,"5-hydroxymethyl-5,6-dihydrofolic acid",2
DB02801,"2,3-Anhydro-quinic acid",2
DB02802,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide,1
DB02803,"3-Phenyl-1,2-Propandiol",1
DB02804,A-98881,1
DB02805,"Arabinouridine 3'-phosphate",1
DB02809,"Brodimoprim-4,6-Dicarboxylate",1
DB02810,"N-(2-Acetamido)Iminodiacetic Acid",1
DB02811,"Diethyl phosphonate",2
DB02812,RWJ-56423,1
DB02813,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",2
DB02816,"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",1
DB02817,5-Exo-Hydroxycamphor,1
DB02818,Iodo-Willardiine,1
DB02819,"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",1
DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",1
DB02821,Canaline,1
DB02822,"Para-Bromobenzyl Alcohol",1
DB02823,"Phosphonoacetic Acid",1
DB02824,N-Pyridoxyl-Glycine-5-Monophosphate,3
DB02825,Methylphosphinate,1
DB02827,"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",1
DB02828,"5-Fluorolevulinic Acid",1
DB02829,"4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid",1
DB02830,FR236913,1
DB02831,Dihydrogenphosphate,2
DB02832,Siroheme,1
DB02833,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,2
DB02834,IDD552,1
DB02835,"Alpha-D-Glucose 1,6-Bisphosphate",2
DB02836,"Guanosine 5'-diphosphate 2':3'-cyclic monophosphate",2
DB02837,"4-(Hydrogen sulfate)-beta-D-galactopyranose",1
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",1
DB02839,"2,4-Dihydroxybenzoic Acid",2
DB02840,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",1
DB02841,"[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid",2
DB02842,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,0
DB02843,alpha-D-glucose-1-phosphate,4
DB02844,"S-Adenosyl-1,8-Diamino-3-Thiooctane",1
DB02845,"Methylphosphinic Acid",3
DB02846,L-thioproline,1
DB02848,"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",1
DB02849,"N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate",1
DB02850,DAS869,1
DB02851,Thiocamphor,1
DB02852,"Domoic Acid",1
DB02854,Aetiocholanolone,4
DB02855,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,1
DB02856,"Ethyl N-methylcarbamate",1
DB02857,Guanosine,2
DB02858,"3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid",1
DB02859,"Soraphen A",1
DB02860,"Calyculin A",1
DB02861,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",1
DB02865,"Glucosamine 4-Phosphate",1
DB02866,Dansylamide,1
DB02867,"D-Mannose 1-Phosphate",1
DB02868,Deacetoxyvinzolidine,1
DB02869,3-amino-5-phenylpentane,2
DB02870,N-Allylaniline,1
DB02871,"3-Butylthiolane 1-Oxide",1
DB02872,"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",1
DB02873,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",1
DB02875,CRA_1802,1
DB02876,"3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid",1
DB02877,"Arotinoid acid",1
DB02878,"3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid",1
DB02879,"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose",1
DB02883,"2',3'-Dideoxycytidine-5'-Monophosphate",1
DB02884,3-Cyclohexyl-L-alanine,1
DB02885,4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine,1
DB02887,"Stavudine triphosphate",1
DB02888,FKB-001,1
DB02889,"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",1
DB02890,6-hydroxyuridine-5'-phosphate,2
DB02892,"L-2-Amino-6-Methylene-Pimelic Acid",1
DB02893,D-Methionine,1
DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",1
DB02895,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,1
DB02896,Methylthioinosine,1
DB02897,Acetylphosphate,2
DB02898,(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone,1
DB02899,N-Carboxymethionine,7
DB02900,"alpha-D-mannose 6-phosphate",3
DB02901,Stanolone,4
DB02902,"3'-phospho-5'-adenylyl sulfate",1
DB02903,"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",1
DB02904,Beta-3-Serine,1
DB02905,N7-(5'-Phospho-alpha-ribosyl)-2-hydroxypurine,1
DB02906,"(2s,4s)-Alpha-Campholinic Acid",1
DB02907,2-Amino-Vinyl-Phosphate,1
DB02908,RU78783,1
DB02909,"5-(2-Chlorophenyl)Furan-2-Carboxylic Acid",2
DB02910,"Octanoyl-Coenzyme A",3
DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",1
DB02912,Propanoyl-CoA,0
DB02915,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",2
DB02917,N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide,1
DB02918,Zardaverine,1
DB02919,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",1
DB02921,(South)-Methanocarba-Thymidine,1
DB02923,"Biphenyl-2,3-Diol",3
DB02924,"(4R)-limonene 1α,2α-epoxide",1
DB02925,Piretanide,1
DB02927,"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid",1
DB02928,3-Amino-6-Hydroxy-Tyrosine,1
DB02929,"K201 free base",1
DB02930,"Adenosine 5'-[gamma-thio]triphosphate",13
DB02931,"CoA-s-acetyl tryptamine",1
DB02932,(R)-Bicalutamide,1
DB02933,5'-Deoxy-5'-(Methylthio)-Tubercidin,2
DB02934,9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine,1
DB02935,Diglyme,1
DB02936,"4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid",1
DB02937,"Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate",2
DB02938,"Heptanoic acid",1
DB02940,"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid",2
DB02941,"3-(1-Aminoethyl)Nonanedioic Acid",1
DB02942,"Inositol 1,3-Bisphosphate",1
DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,1
DB02945,"alpha-L-iduronic acid",1
DB02947,2-Fluoro-2'-Deoxyadenosine,1
DB02948,Fosmidomycin,1
DB02949,"2-Acetyl-Protoporphyrin Ix",1
DB02950,Hymenialdisine,3
DB02951,"3-Hydroxypyruvic Acid",2
DB02952,"2-aminoisobutyric acid",2
DB02953,"2-Thiomethyl-3-Phenylpropanoic Acid",1
DB02954,"(Carboxyhydroxyamino)Ethanoic Acid",2
DB02955,"Ricinoleic Acid",3
DB02956,Pentasulfide-Sulfur,0
DB02959,Oxitriptan,1
DB02961,Rhamnose,1
DB02962,Benzimidazole,1
DB02963,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",1
DB02964,"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",1
DB02965,Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,1
DB02966,Fluoro-Willardiine,1
DB02967,N-Ethylmaleimide,1
DB02968,"Penicillin G Acyl-Serine",2
DB02969,5-(2-hydroxyethyl)-4-methylthiazole,1
DB02970,2-Propyl-Aniline,1
DB02972,1-Benzyl-(R)-Propylamine,1
DB02973,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,1
DB02974,4-(4-Chlorophenyl)Imidazole,1
DB02975,GE-2270A,1
DB02976,Uridine-5'-diphosphate-2-deoxy-2-fluorogalactose,0
DB02977,PNU177836,1
DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",1
DB02980,Thymidine-5'-(dithio)phosphate,1
DB02981,"Vitamin B6 Complexed with 2-Amino-Hexanoic Acid",1
DB02983,"Para-Mercury-Benzenesulfonic Acid",2
DB02984,"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",1
DB02985,8-iodo-guanine,1
DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",1
